,ip,app,device,os,channel,is_attributed,days,hours,minutes,seconds
94402,83268,22,1,22,116,0,7,7,6,55
94403,164682,20,1,17,259,0,7,6,52,59
94404,183782,21,1,31,232,0,8,4,16,34
94405,31784,12,1,22,205,0,8,4,36,57
94406,92908,3,1,17,280,0,7,3,35,50
94407,39611,1,1,19,134,0,9,10,16,6
94408,255124,3,1,18,280,0,8,4,24,43
94409,53977,9,1,26,215,0,8,6,26,48
94410,974,1,1,13,115,0,8,14,7,43
94411,143888,8,1,19,145,0,8,0,43,30
94412,49257,8,1,19,145,0,7,7,46,6
94413,110682,1,1,19,134,0,8,5,12,42
94414,109124,11,1,13,481,0,8,12,28,58
94415,348611,9,1,19,127,0,9,3,37,59
94416,150004,3,1,25,280,0,7,8,55,2
94417,80437,20,1,35,259,0,7,3,14,15
94418,138561,3,1,20,280,0,8,15,55,31
94419,115661,18,1,3,439,0,7,5,10,19
94420,139558,21,1,9,128,0,7,0,6,36
94421,58691,1,1,19,153,0,9,11,57,37
94422,44725,9,2,9,134,0,8,9,58,33
94423,90678,15,1,17,153,0,8,11,18,7
94424,98054,22,1,13,116,0,9,9,19,19
94425,34897,14,1,15,439,0,9,12,2,10
94426,18053,15,1,13,245,0,8,3,28,37
94427,208418,9,1,13,232,0,7,5,53,3
94428,4503,6,1,30,125,0,8,4,41,15
94429,184859,14,1,8,439,0,8,1,53,27
94430,285029,18,1,48,134,0,8,4,51,37
94431,34812,12,1,18,219,0,7,1,53,13
94432,12213,24,1,13,105,0,8,2,49,32
94433,158559,18,1,22,121,0,8,2,44,51
94434,61548,12,1,13,178,0,8,4,48,23
94435,110426,9,1,13,334,0,7,22,29,58
94436,93479,25,1,18,259,0,7,13,51,30
94437,1577,2,1,49,219,0,9,7,59,9
94438,22898,9,1,19,107,0,9,10,11,2
94439,9674,11,1,19,122,0,9,9,49,30
94440,127173,2,1,19,212,0,8,9,52,12
94441,105560,13,1,20,477,0,8,7,19,4
94442,109666,2,1,19,469,0,8,6,48,19
94443,29993,18,1,8,107,0,8,15,53,1
94444,43086,15,1,9,245,0,8,18,15,25
94445,77703,8,1,48,145,0,6,21,54,53
94446,37948,12,1,17,245,0,8,14,31,16
94447,5314,23,1,19,153,0,7,5,35,53
94448,80225,21,1,8,128,0,9,8,22,30
94449,55852,3,1,6,280,0,8,14,45,33
94450,93542,19,0,0,347,1,7,3,14,10
94451,85072,17,1,37,280,0,7,9,14,53
94452,17149,14,1,18,371,0,8,0,59,9
94453,178804,12,1,37,424,0,7,4,33,47
94454,95766,15,1,19,140,0,9,8,17,9
94455,137258,9,1,19,489,0,9,9,32,50
94456,93021,12,2,100,259,0,9,12,53,43
94457,99158,15,1,13,412,0,7,5,52,1
94458,172681,15,1,8,3,0,7,5,5,51
94459,102607,4,1,13,101,0,9,11,28,33
94460,208325,9,1,19,490,0,9,8,46,14
94461,186799,1,1,13,125,0,7,15,50,41
94462,60655,15,1,15,430,0,8,10,49,16
94463,195655,3,1,3,280,0,9,0,36,50
94464,53964,7,1,19,101,0,9,10,42,38
94465,81897,12,1,25,265,0,8,13,42,22
94466,77097,21,1,13,128,0,9,10,51,51
94467,182757,12,1,20,178,0,8,2,10,6
94468,95509,9,1,10,134,0,8,23,46,25
94469,49177,12,1,13,245,0,7,15,53,44
94470,334024,3,1,22,280,0,9,8,55,32
94471,93291,2,2,6,205,0,9,14,42,20
94472,279900,3,1,10,280,0,9,14,10,41
94473,163180,9,1,30,244,0,9,14,13,7
94474,32893,9,1,19,232,0,9,3,55,40
94475,363153,18,1,12,449,0,9,10,59,22
94476,34912,3,1,20,280,0,9,1,10,27
94477,201182,9,1,17,442,0,7,7,34,0
94478,62178,27,1,13,122,0,9,8,13,21
94479,74719,3,1,9,480,0,7,13,42,52
94480,79800,11,1,17,319,0,7,6,39,28
94481,113903,12,1,25,242,0,8,4,41,20
94482,198242,1,2,10,153,0,8,3,8,5
94483,105475,3,2,13,113,0,9,13,38,18
94484,52886,9,1,26,232,0,9,6,37,11
94485,144353,3,1,18,280,0,8,7,32,19
94486,17853,3,1,10,452,0,8,15,57,21
94487,170685,25,1,22,259,0,7,15,35,58
94488,205549,3,1,19,115,0,8,8,57,1
94489,179276,12,1,13,178,0,9,1,33,0
94490,100084,15,1,13,140,0,8,7,24,48
94491,105485,64,1,19,459,0,6,19,38,1
94492,5514,20,1,19,259,0,6,16,34,22
94493,118315,5,1,41,377,0,8,13,14,11
94494,91694,2,1,19,205,0,9,13,31,22
94495,73011,2,1,22,237,0,9,2,38,33
94496,48270,14,1,16,480,0,9,0,42,10
94497,352495,9,1,13,234,0,8,16,0,18
94498,67314,9,1,13,442,0,8,2,9,38
94499,210473,15,1,18,245,0,7,11,18,42
94500,13597,3,1,8,480,0,7,12,51,36
94501,163077,26,1,19,266,0,7,11,37,42
94502,210293,14,1,15,379,0,7,9,3,53
94503,96072,15,1,19,245,0,8,13,37,49
94504,50011,2,1,19,469,0,9,11,46,45
94505,78876,3,1,13,409,0,8,5,57,39
94506,95766,18,1,13,121,0,7,14,44,33
94507,53874,15,1,23,480,0,7,0,8,57
94508,48170,3,1,19,480,0,7,10,34,54
94509,96038,9,1,13,334,0,8,3,35,30
94510,123872,18,1,20,439,0,7,12,21,22
94511,43793,2,1,18,435,0,8,7,33,25
94512,91047,3,1,15,280,0,7,5,35,1
94513,94539,18,1,19,439,0,6,23,39,17
94514,39756,2,1,19,205,0,7,0,13,35
94515,8718,12,1,8,259,0,8,2,23,46
94516,42699,3,1,3,211,0,8,8,55,59
94517,860,29,1,13,213,0,7,0,19,21
94518,39368,12,1,13,265,0,8,8,38,6
94519,32823,15,1,8,245,0,8,14,42,40
94520,115292,64,1,10,459,0,8,6,35,12
94521,8171,13,1,19,477,0,7,11,3,50
94522,44349,2,1,19,236,0,8,2,33,22
94523,41245,3,1,19,205,0,6,21,53,0
94524,44458,3,1,6,115,0,8,23,31,47
94525,70349,9,1,13,107,0,9,15,46,30
94526,103293,13,1,35,477,0,7,7,22,55
94527,34655,18,1,25,121,0,7,5,28,34
94528,121449,3,1,13,173,0,7,3,27,9
94529,73487,2,1,13,469,0,8,16,32,59
94530,3559,13,1,17,477,0,7,3,11,49
94531,35416,25,1,6,259,0,7,10,23,50
94532,80212,3,1,9,280,0,9,4,21,39
94533,63205,15,1,25,245,0,8,7,17,8
94534,52019,9,1,13,244,0,8,9,0,42
94535,58404,14,1,17,467,0,8,13,50,51
94536,176487,13,1,22,477,0,8,6,31,47
94537,168433,9,1,13,334,0,9,0,41,27
94538,105323,2,1,8,477,0,8,9,8,40
94539,95007,15,1,10,111,0,9,1,36,43
94540,38300,20,2,37,259,0,7,15,51,32
94541,90509,12,2,58,326,0,9,4,31,7
94542,13212,15,1,2,386,0,7,22,38,41
94543,121654,2,1,30,435,0,7,13,41,0
94544,76413,12,1,13,178,0,7,11,53,23
94545,161544,64,1,49,459,0,7,2,27,37
94546,35308,26,1,25,266,0,7,3,32,8
94547,95766,12,1,15,245,0,9,2,4,35
94548,80485,2,1,19,469,0,8,15,48,7
94549,43793,3,1,10,173,0,8,13,11,8
94550,102681,15,1,13,278,0,7,8,8,47
94551,11924,21,1,19,128,0,8,3,18,47
94552,44271,6,1,13,125,0,7,13,23,23
94553,17784,9,1,13,215,0,7,14,48,8
94554,53073,14,1,19,446,0,7,15,11,15
94555,116727,14,1,19,439,0,8,13,21,22
94556,96641,15,1,16,245,0,6,16,54,40
94557,91912,12,1,13,178,0,8,1,51,25
94558,43413,1,1,15,115,0,7,17,39,18
94559,86394,2,1,3,212,0,8,1,14,31
94560,8760,3,1,19,280,0,9,2,10,45
94561,46778,13,1,14,477,0,9,7,10,16
94562,37090,2,1,41,469,0,7,3,42,27
94563,132682,3,1,13,280,0,8,23,6,15
94564,91708,3,1,13,280,0,9,7,0,26
94565,25226,13,1,16,477,0,9,11,5,43
94566,39320,23,1,10,153,0,9,6,57,47
94567,113936,9,1,13,232,0,8,21,59,11
94568,175674,12,1,15,178,0,8,15,48,27
94569,114314,8,1,22,145,0,6,18,1,20
94570,26908,12,1,10,245,0,7,6,9,31
94571,307887,3,1,8,137,0,9,12,59,4
94572,18451,12,1,18,178,0,7,9,2,38
94573,178851,2,1,53,435,0,7,15,1,46
94574,123994,3,1,20,480,0,7,10,37,33
94575,69026,9,1,19,215,0,8,10,22,21
94576,9794,26,1,18,477,0,8,12,41,55
94577,105268,12,1,19,242,0,7,1,56,17
94578,107326,26,1,19,266,0,7,21,11,16
94579,81187,12,1,32,265,0,8,1,13,43
94580,108771,3,1,32,280,0,9,3,50,2
94581,81714,21,1,22,128,0,8,23,27,19
94582,18666,28,1,19,135,0,8,10,44,37
94583,189154,3,1,11,280,0,7,1,34,37
94584,8292,25,1,13,259,0,7,23,12,18
94585,84701,12,1,13,178,0,7,1,19,6
94586,43971,20,1,22,259,0,7,11,8,14
94587,108209,18,3543,748,107,0,7,16,15,15
94588,99917,9,1,25,258,0,8,14,51,53
94589,80193,7,1,19,101,0,7,6,47,56
94590,63188,3,1,14,379,0,7,13,29,58
94591,129608,1,1,22,349,0,9,12,16,19
94592,75007,15,1,6,245,0,8,17,27,14
94593,39109,18,1,28,439,0,9,4,28,46
94594,353593,3,1,20,371,0,9,7,39,17
94595,27993,9,1,19,215,0,7,12,41,2
94596,118339,3,1,19,280,0,8,2,11,11
94597,45745,2,1,19,243,0,8,14,0,27
94598,48011,18,1,41,439,0,7,3,26,58
94599,5314,12,1,13,178,0,9,9,57,1
94600,116386,2,1,19,212,0,6,23,33,58
94601,35017,14,1,17,489,0,8,7,5,31
94602,5348,1,1,19,134,0,7,22,20,48
94603,5348,15,1,13,245,0,7,13,23,58
94604,221694,12,1,17,265,0,9,1,33,48
94605,71323,18,1,15,121,0,7,0,40,25
94606,118315,12,1,22,265,0,9,1,46,43
94607,116793,12,1,13,259,0,9,9,2,54
94608,21741,3,1,13,409,0,9,7,36,15
94609,8403,14,1,15,379,0,8,3,37,0
94610,21805,2,1,13,435,0,7,7,10,21
94611,273726,22,1,19,116,0,8,23,48,0
94612,73487,18,1,13,107,0,7,5,57,23
94613,96715,21,2,13,128,0,9,14,47,59
94614,129853,3,2,30,115,0,7,10,41,30
94615,236159,3,1,3,280,0,8,10,23,56
94616,108341,2,1,19,477,0,9,7,25,53
94617,146684,8,1,6,140,0,7,10,25,54
94618,1519,3,1,13,205,0,7,18,25,44
94619,32472,3,1,19,205,0,7,4,56,21
94620,8144,2,1,37,212,0,9,7,47,52
94621,5044,3,1,37,379,0,7,7,54,47
94622,28501,15,1,27,480,0,7,15,13,34
94623,46651,18,3032,607,107,0,7,14,50,7
94624,54722,3,2,9,402,0,8,15,12,54
94625,27549,9,1,9,466,0,8,16,44,0
94626,94521,12,1,25,178,0,9,3,51,22
94627,175837,2,1,6,205,0,7,14,5,22
94628,22037,3,1,16,489,0,7,6,29,15
94629,122529,18,1,19,107,0,9,1,45,47
94630,3239,12,1,13,265,0,7,14,33,53
94631,104318,18,1,19,107,0,9,11,44,21
94632,76612,1,1,19,153,0,7,12,10,47
94633,29943,2,1,32,469,0,7,0,36,26
94634,31529,2,1,19,435,0,7,6,36,30
94635,37287,9,1,22,445,0,7,8,38,30
94636,73516,12,1,13,245,0,8,16,37,41
94637,141349,2,1,118,435,0,7,2,29,39
94638,3994,8,2,19,145,0,8,23,45,21
94639,103162,3,1,15,371,0,8,0,2,41
94640,89093,12,1,13,178,0,8,8,49,45
94641,169364,11,1,6,325,0,9,9,45,28
94642,51322,12,1,41,259,0,8,9,41,53
94643,17422,18,1,17,121,0,9,15,31,38
94644,20626,5,1,17,377,0,8,13,36,0
94645,130164,13,1,15,477,0,9,9,10,11
94646,105475,15,1,28,120,0,9,15,40,22
94647,15899,18,1,16,107,0,9,8,49,35
94648,44744,2,1,10,477,0,7,1,59,35
94649,119289,3,1,18,130,0,7,5,5,51
94650,75329,3,1,53,442,0,7,16,40,15
94651,251492,12,1,17,265,0,8,11,46,53
94652,20904,25,1,23,259,0,7,16,24,6
94653,118440,28,1,13,135,0,8,16,36,52
94654,144496,3,1,4,173,0,6,23,3,42
94655,113839,15,1,19,480,0,7,3,36,9
94656,56119,12,1,19,205,0,9,3,24,8
94657,65971,2,1,13,219,0,9,9,8,57
94658,114314,64,1,18,459,0,7,4,28,51
94659,34789,14,1,13,439,0,9,9,15,32
94660,110174,2,1,13,122,0,7,3,28,54
94661,46797,3,1,13,280,0,9,7,5,48
94662,15233,23,1,1,153,0,7,23,50,27
94663,115221,2,1,10,122,0,7,3,34,39
94664,63432,13,1,9,477,0,7,10,45,14
94665,89130,9,1,13,134,0,7,16,1,10
94666,48182,2,1,8,452,0,8,5,56,12
94667,58493,15,1,19,245,0,9,3,16,8
94668,95570,2,1,19,435,0,9,7,40,40
94669,4468,2,1,15,469,0,7,13,1,22
94670,13900,18,1,22,439,0,8,4,52,28
94671,70349,8,1,22,145,0,9,1,13,30
94672,81674,18,1,28,107,0,9,14,4,5
94673,31299,2,1,36,236,0,7,12,53,36
94674,98021,18,1,36,121,0,6,16,59,40
94675,119220,6,1,19,459,0,7,3,49,15
94676,123609,3,1,11,280,0,7,6,29,8
94677,72942,12,1,31,259,0,9,0,44,54
94678,27086,15,1,27,315,0,8,3,1,11
94679,5348,15,1,27,412,0,7,12,37,19
94680,130629,24,1,18,178,0,7,2,36,54
94681,119688,1,1,13,153,0,8,2,50,53
94682,39422,12,1,19,265,0,8,12,33,49
94683,76355,8,1,13,145,0,9,10,36,59
94684,27395,9,1,22,334,0,7,10,22,42
94685,42186,11,1,3,122,0,7,8,45,8
94686,9931,11,1,19,137,0,9,9,26,41
94687,20214,3,1,23,280,0,8,15,4,42
94688,357512,29,1,19,343,0,9,3,46,58
94689,74999,19,0,24,347,0,8,8,22,31
94690,114276,2,1,18,469,0,9,12,53,9
94691,96922,8,1,19,145,0,9,6,5,57
94692,95297,9,1,17,442,0,7,23,42,11
94693,209663,12,1,13,245,0,7,16,24,56
94694,41532,3,1,16,211,0,8,17,7,6
94695,59882,3,1,19,137,0,8,10,20,17
94696,73516,2,1,13,477,0,8,22,57,9
94697,7194,2,1,19,237,0,9,6,17,52
94698,111025,2,1,17,237,0,7,15,38,53
94699,65210,3,1,13,489,0,7,3,22,43
94700,123994,3,1,19,280,0,9,14,56,53
94701,5038,12,1,40,265,0,9,1,6,44
94702,77655,18,1,8,107,0,7,1,47,10
94703,68965,11,1,8,481,0,8,11,7,56
94704,76883,27,1,37,153,0,8,3,15,44
94705,99839,18,1,18,107,0,8,10,6,32
94706,69691,9,1,17,334,0,8,11,19,41
94707,24381,18,1,22,107,0,7,10,7,46
94708,203974,3,1,19,480,0,8,23,17,13
94709,54448,15,1,35,265,0,8,13,52,40
94710,51423,23,1,22,153,0,7,2,13,43
94711,37073,14,1,19,401,0,7,9,51,9
94712,38484,9,1,19,334,0,9,5,55,2
94713,31833,3,1,18,280,0,9,3,57,39
94714,23480,12,1,18,178,0,9,5,35,30
94715,25028,23,1,13,153,0,8,16,0,20
94716,14430,13,1,13,477,0,8,19,55,38
94717,107025,3,1,19,280,0,8,5,51,27
94718,364047,3,1,25,205,0,9,12,53,28
94719,110744,32,1,14,376,0,9,10,55,24
94720,63790,3,1,18,280,0,9,5,40,46
94721,191759,2,1,12,377,0,8,15,21,17
94722,92766,21,1,19,128,0,8,15,41,36
94723,67751,2,1,19,237,0,8,3,0,43
94724,88168,15,1,13,245,0,8,11,29,59
94725,83917,9,1,13,134,0,8,3,40,30
94726,53717,3,1,13,480,0,8,3,16,33
94727,341151,12,1,19,178,0,9,5,3,34
94728,201182,11,1,19,173,0,8,0,11,23
94729,44536,15,1,19,3,0,9,8,22,24
94730,46559,9,1,19,334,0,9,7,27,32
94731,52039,12,1,27,481,0,9,10,14,49
94732,45868,2,1,19,435,0,9,4,22,15
94733,73487,64,1,41,459,0,7,8,54,44
94734,36773,23,1,13,153,0,8,2,44,39
94735,106035,18,1,8,379,0,9,7,55,32
94736,37082,3,1,13,280,0,7,8,9,59
94737,127477,2,1,17,237,0,8,6,49,37
94738,238986,2,1,13,237,0,9,3,16,28
94739,38380,26,1,13,121,0,8,11,53,34
94740,13100,5,1,25,377,0,7,13,39,59
94741,116609,9,1,3,442,0,7,0,23,5
94742,5333,15,1,19,245,0,8,9,41,58
94743,92719,2,1,17,364,0,7,18,52,49
94744,354856,5,1,3,377,0,8,23,48,37
94745,118247,18,1,4,121,0,9,7,42,59
94746,45757,14,1,19,467,0,9,10,38,44
94747,125603,18,1,8,121,0,8,8,43,44
94748,49025,12,1,18,259,0,8,14,33,37
94749,95766,23,1,37,153,0,6,17,23,22
94750,69267,18,1,13,107,0,9,14,45,28
94751,56400,3,1,19,280,0,8,10,41,21
94752,164776,2,1,19,122,0,8,7,41,54
94753,34823,18,1,30,134,0,9,5,50,38
94754,208137,9,1,19,134,0,8,5,48,56
94755,85536,12,1,16,140,0,7,22,0,23
94756,26208,7,1,19,101,0,7,11,16,30
94757,75007,19,0,0,347,0,9,9,41,29
94758,2788,2,1,19,477,0,9,7,58,57
94759,66973,26,1,13,266,0,9,11,27,25
94760,111739,21,2,3,232,0,9,10,22,47
94761,69759,15,1,8,386,0,8,23,39,23
94762,106460,12,1,31,259,0,7,13,20,34
94763,8230,3,1,19,280,0,9,5,8,32
94764,190255,2,1,23,236,0,9,11,0,36
94765,91611,6,1,3,459,0,9,12,32,39
94766,24983,2,1,13,236,0,8,6,53,36
94767,70376,9,1,19,334,0,9,8,24,56
94768,147957,18,1,1,107,0,7,10,9,46
94769,8726,15,1,17,278,0,8,7,7,30
94770,39834,2,1,13,205,0,7,20,24,17
94771,165416,28,1,40,135,0,8,11,20,47
94772,80560,18,1,13,107,0,9,10,48,11
94773,15444,15,1,19,386,0,8,10,24,50
94774,66063,18,1,14,107,0,7,23,14,27
94775,73739,1,1,17,124,0,8,1,11,17
94776,7313,1,2,1,178,0,7,14,6,17
94777,165484,14,1,17,489,0,9,7,46,32
94778,79827,2,1,41,477,0,9,4,25,34
94779,137052,18,1,40,107,0,8,1,5,53
94780,88071,2,1,13,219,0,6,23,24,11
94781,77112,3,1,22,280,0,7,7,51,58
94782,48282,3,1,3,205,0,9,0,56,48
94783,85134,2,1,19,317,0,8,10,49,33
94784,195892,2,1,13,469,0,9,9,53,37
94785,90588,27,1,13,122,0,8,2,15,6
94786,238758,12,1,20,205,0,9,11,40,41
94787,13573,15,1,19,245,0,7,9,6,44
94788,119167,14,1,18,379,0,7,4,38,31
94789,73487,3,1,19,153,0,8,15,52,36
94790,67439,12,1,25,259,0,9,7,19,6
94791,61548,1,1,15,115,0,7,0,48,38
94792,81510,12,1,19,328,0,8,13,52,1
94793,104868,9,1,37,445,0,9,1,4,7
94794,322684,1,1,41,125,0,9,3,16,24
94795,31813,9,1,19,334,0,7,6,26,52
94796,79919,13,1,25,400,0,8,10,4,10
94797,102772,3,1,19,19,0,8,9,35,36
94798,110269,9,1,13,215,0,7,3,0,21
94799,120583,9,1,18,134,0,7,23,39,28
94800,34642,20,1,14,259,0,8,17,10,30
94801,72614,3,1,22,280,0,8,1,32,43
94802,96759,2,1,41,219,0,6,23,14,21
94803,105304,18,1,13,107,0,6,17,51,22
94804,172450,18,1,9,107,0,6,23,48,17
94805,8103,11,1,13,219,0,7,18,6,21
94806,32577,12,1,13,328,0,7,7,18,39
94807,114038,12,1,13,259,0,8,7,30,52
94808,80530,9,1,13,127,0,9,14,40,26
94809,138561,12,1,19,481,0,7,23,49,17
94810,124485,12,1,13,140,0,7,0,42,42
94811,124700,3,1,13,442,0,9,5,51,48
94812,41232,3,1,12,211,0,9,13,52,35
94813,66957,3,1,22,480,0,7,17,15,41
94814,18034,18,1,13,121,0,7,9,36,37
94815,109850,18,1,8,134,0,7,1,24,27
94816,41106,2,1,19,122,0,9,14,23,14
94817,323308,1,1,22,125,0,9,0,47,43
94818,161933,13,1,13,477,0,6,22,0,47
94819,40397,3,1,19,280,0,8,2,17,3
94820,69416,6,1,19,459,0,7,8,45,12
94821,69026,18,1,19,134,0,7,8,57,43
94822,109882,3,1,18,489,0,9,4,27,40
94823,340999,18,1,27,121,0,9,4,58,28
94824,103335,2,1,13,219,0,7,16,25,7
94825,77081,25,1,13,259,0,7,23,41,29
94826,123994,15,1,8,245,0,6,19,21,50
94827,72484,13,1,13,477,0,7,11,40,47
94828,126849,14,1,19,442,0,8,8,28,51
94829,75007,12,1,15,259,0,9,7,40,8
94830,21298,3,1,36,137,0,9,6,1,1
94831,2440,18,1,22,121,0,7,14,18,13
94832,39209,55,1,19,453,0,8,3,50,39
94833,112468,21,1,19,128,0,7,9,20,0
94834,75634,18,1,13,107,0,8,21,26,49
94835,47443,12,1,19,497,0,7,22,3,35
94836,1285,3,1,19,280,0,7,2,14,51
94837,114655,15,1,19,245,0,7,6,38,11
94838,89162,18,1,18,121,0,6,22,0,27
94839,173940,12,1,22,497,0,8,9,43,30
94840,32810,8,1,19,145,0,7,23,54,24
94841,5348,18,1,13,439,0,9,15,29,32
94842,118440,3,1,15,211,0,8,16,2,22
94843,38449,18,1,16,121,0,8,16,13,22
94844,73487,12,1,13,178,0,9,15,15,57
94845,56465,15,1,13,245,0,9,0,38,19
94846,108984,12,1,19,340,0,9,7,17,21
94847,131979,11,1,34,487,0,9,1,14,44
94848,41215,3,1,22,19,0,9,4,52,7
94849,8615,12,1,13,265,0,9,5,46,7
94850,67412,12,1,9,145,0,6,19,50,15
94851,186763,3,1,15,442,0,9,14,27,25
94852,114794,18,1,8,439,0,6,17,52,24
94853,39714,14,1,10,467,0,8,20,54,43
94854,74447,2,1,13,477,0,8,4,2,53
94855,105475,18,1,20,449,0,9,14,28,23
94856,105058,3,1,19,409,0,9,6,35,31
94857,17450,10,1,10,317,0,6,17,30,2
94858,94425,15,2,19,245,0,7,10,51,8
94859,304050,12,1,8,340,0,9,3,18,10
94860,9820,3,1,22,452,0,9,6,43,31
94861,261000,27,1,47,153,0,8,3,29,14
94862,103411,2,1,19,219,0,8,20,51,29
94863,313428,18,1,19,121,0,9,13,57,56
94864,39868,21,1,19,128,0,7,11,26,8
94865,176973,3,1,17,280,0,7,0,37,58
94866,104481,3,1,8,19,0,9,7,57,59
94867,256295,5,1,4,113,1,8,12,6,31
94868,104223,12,1,18,140,0,7,15,13,17
94869,51428,9,1,13,334,0,6,23,24,7
94870,51408,3,1,13,424,0,8,2,13,14
94871,19812,3,1,16,409,0,7,12,42,30
94872,98454,13,1,22,477,0,8,6,30,23
94873,98391,15,1,36,140,0,9,14,14,58
94874,85964,21,1,18,128,0,7,2,54,35
94875,43793,14,1,3,439,0,8,22,59,26
94876,112243,3,1,19,205,0,8,1,50,9
94877,43876,18,3032,607,107,0,7,9,29,26
94878,92257,2,1,15,219,0,7,6,36,42
94879,43827,2,2,56,477,0,7,10,32,26
94880,111022,18,1,4,439,0,8,11,26,33
94881,148137,15,1,19,386,0,9,10,13,9
94882,43805,3,1,19,173,0,8,6,20,9
94883,31784,14,1,13,401,0,8,13,25,48
94884,33223,9,1,19,234,0,8,4,45,43
94885,26762,21,1,10,232,0,8,23,15,41
94886,71789,2,1,3,237,0,8,18,33,34
94887,69087,12,1,13,328,0,9,12,41,45
94888,95688,3,1,8,280,0,9,2,14,7
94889,84774,18,1,13,107,0,6,17,44,31
94890,55840,3,1,12,30,0,9,8,27,12
94891,170415,5,1,18,377,0,7,13,20,32
94892,10897,15,1,17,245,0,7,7,35,52
94893,118190,21,1,19,232,0,9,14,27,40
94894,50358,3,1,13,280,0,8,0,33,36
94895,105620,13,2,34,400,0,8,7,18,1
94896,101340,18,1,22,134,0,9,9,33,25
94897,41172,2,1,19,477,0,9,13,48,34
94898,119850,11,1,13,325,0,9,5,17,22
94899,1763,3,1,18,480,0,9,11,23,59
94900,95754,15,1,13,130,0,7,9,29,16
94901,62937,3,1,17,280,0,8,3,39,18
94902,83388,1,1,19,101,0,8,2,20,2
94903,152926,3,1,41,205,0,9,9,9,23
94904,203736,12,1,19,219,0,8,17,18,0
94905,89567,3,1,19,280,0,7,1,22,13
94906,138003,12,1,41,340,0,9,8,55,55
94907,56466,6,1,19,125,0,7,0,17,44
94908,36714,26,1,13,121,0,8,11,32,58
94909,13185,9,1,4,232,0,7,2,36,24
94910,119530,3,1,20,409,0,9,8,33,11
94911,75931,14,1,19,439,0,8,2,3,54
94912,90458,2,1,19,435,0,9,10,53,9
94913,118229,12,1,19,259,0,9,4,47,44
94914,114439,14,1,53,401,0,7,5,55,33
94915,68216,9,1,13,442,0,7,2,36,9
94916,81167,12,1,11,340,0,8,11,59,0
94917,118252,13,1,6,477,0,8,13,22,54
94918,13414,94,1,19,361,0,8,2,46,52
94919,29453,15,1,17,3,0,6,17,31,2
94920,14800,3,1,19,409,0,7,9,1,48
94921,17716,3,1,18,280,0,8,12,37,46
94922,78491,23,1,19,153,0,7,1,30,53
94923,208260,26,1,18,266,0,9,15,1,16
94924,105433,18,1,19,121,0,8,20,6,4
94925,103090,3,1,19,280,0,8,12,45,40
94926,71272,23,1,25,153,0,8,7,38,33
94927,168333,24,1,19,178,0,8,12,2,2
94928,165408,2,1,19,452,0,7,9,25,2
94929,109361,12,1,13,328,0,9,9,47,28
94930,281406,12,1,17,245,0,8,18,19,57
94931,69196,3,1,20,280,0,8,10,38,11
94932,114235,18,1,19,107,0,9,12,20,38
94933,81717,3,2,9,137,0,9,4,17,54
94934,85074,27,1,19,153,0,8,11,49,17
94935,119349,28,1,37,135,0,9,14,16,16
94936,27429,12,1,23,245,0,7,7,9,3
94937,105039,1,1,19,439,0,7,11,49,24
94938,91758,9,1,18,442,0,9,13,37,22
94939,39897,15,1,9,245,0,7,22,22,8
94940,25071,2,1,13,205,0,8,0,10,0
94941,166143,18,1,15,107,0,8,22,45,39
94942,27518,9,1,13,448,0,9,6,19,12
94943,35610,15,1,14,386,0,7,4,49,45
94944,13589,12,1,19,19,0,8,14,21,56
94945,28147,13,1,19,477,0,9,14,12,56
94946,165657,15,1,17,315,0,8,6,56,25
94947,181152,11,1,47,487,0,8,19,57,22
94948,204635,3,1,26,409,0,6,23,56,51
94949,190383,2,1,14,237,0,9,2,50,10
94950,86840,12,1,19,19,0,8,7,39,14
94951,286274,15,1,19,245,0,7,16,15,13
94952,309780,9,1,19,244,0,9,8,52,2
94953,116013,15,1,13,315,0,7,8,6,20
94954,99856,12,2,13,259,0,6,18,17,47
94955,13073,12,1,13,259,0,8,12,8,29
94956,15898,32,1,13,21,0,7,15,27,42
94957,299220,18,1,41,107,0,9,10,40,0
94958,73487,3,1,19,137,0,9,14,20,20
94959,46767,22,1,37,496,0,7,1,15,37
94960,103065,15,1,9,480,0,9,0,34,32
94961,55059,2,1,8,122,0,7,17,42,22
94962,114531,3,1,27,115,0,8,5,26,57
94963,178363,3,1,11,115,0,7,3,8,15
94964,48877,20,1,14,259,0,7,15,13,38
94965,166555,3,1,19,211,0,9,9,38,1
94966,7146,11,1,18,319,0,7,12,23,51
94967,32791,14,1,9,463,0,7,2,59,47
94968,42127,18,1,16,107,0,9,7,11,45
94969,4405,24,1,19,178,0,8,1,29,2
94970,84098,12,1,13,328,0,6,16,5,53
94971,71834,18,1,19,134,0,9,7,20,28
94972,17263,3,1,13,280,0,7,0,56,43
94973,211407,3,1,16,280,0,8,12,34,58
94974,11073,3,1,17,280,0,7,10,31,8
94975,112477,2,1,1,122,0,9,13,48,17
94976,3744,15,1,20,245,0,8,15,18,16
94977,360997,13,1,18,477,0,8,19,37,10
94978,99311,3,1,9,480,0,7,23,9,35
94979,54524,14,2,16,467,0,9,15,14,46
94980,272418,3,1,23,489,0,8,9,5,7
94981,56961,9,1,17,334,0,8,13,48,28
94982,100182,15,1,13,412,0,6,17,9,45
